id,tenant_id,unit_id,property_id,lease_start,lease_end,rent_start_date,deposit_amount,monthly_rent,payment_timing,lease_status,auto_renew,lease_type,late_fee_terms,early_termination_clause,pro_rated_start,escalation_clause,expense_reimbursement_clause,escalation_type,escalation_rate,fixed_rent_commencement,rent_deferral_months,free_rent_months
2188c6e1002540dab3b8caff7ab21e76,b6c48185b479483ba7089c49efe7c9df,09604711db30462685f04d353bc6698b,ea2f0fc90e65423498b01b174798b47b,2024-02-03,2027-02-02,2024-03-01,75791.31,25263.77,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,,,True,0,1
9f74fecbf8cf45cdb423287256239263,f37ffc97309343bf99d4d7d17534530e,3d68420556ef43a695ef29694e822d05,ea2f0fc90e65423498b01b174798b47b,2021-05-31,2031-05-29,2021-08-01,76317.45,25439.15,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,,,True,2,0
10399137220344a7934a7f049fbb70e9,9f21f6607f014ed8ba88ece1aad55ac1,1d3119a846564f759a47f7437e4c9793,ea2f0fc90e65423498b01b174798b47b,2020-09-17,2023-09-17,2020-11-17,102325.11,34108.37,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,True,,,False,2,1
76c58522f4084dd7a598b9eca16aa054,56f0e60a9dc04dc1a82a0556f76bb728,3c0ec2bd3d454f7690211b273e4ba777,ea2f0fc90e65423498b01b174798b47b,2021-11-27,2024-11-26,2021-11-27,92402.88,30800.96,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,False,0,2
6fe08e85e1014fc2be9c62987a4bf884,9a64ca711227432fb9d74d11e05a2f2d,abc155911d0e4b6ebe1a670a7390b350,ea2f0fc90e65423498b01b174798b47b,2021-07-14,2024-07-13,2021-07-14,88167.69,29389.23,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,False,0,2
ba2402b1af6241ad85189c32594a6f2d,7f447bb67f274ec89aaeb757874fb3e1,398c85f5a8d044aabd7843dbcd1f2f2a,ea2f0fc90e65423498b01b174798b47b,2022-11-02,2032-10-30,2023-01-01,101269.68,33756.56,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,,,True,1,1
ad184358337a42349c211f4211b33366,8c3c45d8ed9146978d579a4d9512484a,9ac134d9c9c94dfa9fea005b15b721e5,ea2f0fc90e65423498b01b174798b47b,2024-06-14,2029-06-13,2024-08-14,84478.14,28159.38,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,,,False,2,0
430000c124ca4e83a39a63b28d9ccdff,3ece29a0231c432ab561691efc1bfe0b,c71bd75e7a7e4c149a59ea16bb08f6e5,ea2f0fc90e65423498b01b174798b47b,2022-09-13,2025-09-12,2022-10-01,89857.95,29952.65,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,True,0,1
ae51b61a116e42caa15ba59ba369ef21,4da1b8358e7848c1a0a58b2d9e1db4c8,1ea645257d2e45f89ac6ed9c82e9688f,ea2f0fc90e65423498b01b174798b47b,2020-11-07,2023-11-07,2020-12-07,79417.32,26472.44,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,False,,,False,1,2
11d79f6266ce48c6af13a8d1ac890226,8e0e22adabed44f1854142813b01dcb5,e0deb64e605c4dfcbd0d00acfc4d75d6,ea2f0fc90e65423498b01b174798b47b,2024-02-06,2027-02-05,2024-04-01,75921.33,25307.11,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,True,,,True,1,0
c1af37d6010f4647983725ae7b59f468,12da355cb2c34390a975f57323a93043,0e5a350d69064622a2883c3c4afc2598,ea2f0fc90e65423498b01b174798b47b,2022-11-26,2025-11-25,2022-12-01,73047.87,24349.29,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,True,0,2
e876b1a548af4098b5f19f7045eb6db9,fef6e1b695734501a86ea40dbc8f83b2,760e17a16d0343228903e13b4e2db6e5,eb4235c3a65c417d981ccea9ad76839b,2021-09-25,2024-09-24,2021-09-25,48018.87,16006.29,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,False,0,0
042dfab91ae442529c10ac15dd48cea9,7284cc63a7b14b298158492d55e91d50,d72fddbfca5a4964a18b2c148b824389,eb4235c3a65c417d981ccea9ad76839b,2021-07-26,2026-07-25,2021-09-01,47519.01,15839.67,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,True,1,1
306bf74c35734a32a6b171d4612c52f1,3b1d7f6a7ce641b7b1ec76dd77278757,757ecbcef07343c5910dc6bc936cdd57,eb4235c3a65c417d981ccea9ad76839b,2022-04-21,2032-04-18,2022-05-01,56044.86,18681.62,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,True,0,3
87a62ba4007f4030bb1feb2cf65057ce,935045408acf4d439a6eb794abb36fbf,4592830fbe6748bf84957208b736f705,eb4235c3a65c417d981ccea9ad76839b,2025-04-18,2030-04-17,2025-04-18,58105.86,19368.62,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,False,0,0
922f7fb921794de28ce8ede553589e47,472514cbc71a43c49fa58e127c82962e,89c9cb8d194b4cbc9a30c9998a857512,eb4235c3a65c417d981ccea9ad76839b,2024-12-14,2027-12-14,2025-02-01,50196.27,16732.09,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,True,1,1
9d3ac15084d146e98de707a7045f1360,0571e6fcee0942868b5509f2db4a4159,f8d2846dabd44365ad23e27b7ae8026f,eb4235c3a65c417d981ccea9ad76839b,2021-09-18,2026-09-17,2021-12-01,55031.43,18343.81,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,True,2,1
21f86f84ab984e609f9594f14e432864,9f7f79ee1b93403a9289df15f41b5ef1,05b61cd8ef35429791d721fec0fc3032,eb4235c3a65c417d981ccea9ad76839b,2023-09-19,2028-09-17,2023-09-19,48712.44,16237.48,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,False,0,0
17bb2f760424479fa98a4f8bd5272afd,f7fa3b6947a74cfc924e679656ed269d,c74abd2f7dcd4252937df58db8ac612e,eb4235c3a65c417d981ccea9ad76839b,2021-04-22,2024-04-21,2021-05-22,46434.45,15478.15,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,False,,,False,1,3
df96fb6a835142e58e495f416ed8e242,d4f01902337b4e30ac57a8baac267d90,0fed591df7784d9d83d4cdf806de4f03,eb4235c3a65c417d981ccea9ad76839b,2020-12-01,2021-12-01,2021-02-01,46210.59,15403.53,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,False,False,True,Fixed %,0.03,False,2,1
898a93c96de842c58dfdec6256642264,221173625ac94770b82868a031df7c6e,d5e257c070b64e9b99be0210f16114b3,eb4235c3a65c417d981ccea9ad76839b,2023-06-15,2026-06-14,2023-07-01,47953.77,15984.59,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,True,0,1
db2474abfa044f2092438afb828fa81f,e74ca35859124ab6bbaa0946c53b93fa,addc8aa4c02b480eb694cc143d09fa23,eb4235c3a65c417d981ccea9ad76839b,2021-06-22,2026-06-21,2021-09-01,59930.13,19976.71,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,True,2,0
40d94ef2b42f412faba21df9bf49cbfd,47ca40f1665346588089ec93bbfeede7,931f8d5454ef4ff8ba0e0fbc9b341d99,eb4235c3a65c417d981ccea9ad76839b,2024-12-10,2027-12-10,2025-02-01,61437.3,20479.1,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,True,1,0
efa967e8ab8b4a98a147b2d3023dc1cb,7b6b451d9a5749b39320ffda76794134,caeabb0880a24137868f86e6bbdb5f38,589a3f06b32c446fa8c5b48791248c80,2022-08-19,2025-08-18,2022-10-01,74569.23,24856.41,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,Fixed %,0.03,True,1,2
f710bce65f724e46bad51d2011049b65,9f992c5e55734109903b10e22edf4cad,34f04125e79a4b299d22b646d2c2c8d3,589a3f06b32c446fa8c5b48791248c80,2022-09-20,2032-09-17,2022-10-01,84021.15,28007.05,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,True,0,0
9b2b0db89c914c53877afb80a2f9f564,62f7c67e4cfc4d2f8dd599601b33dc52,56624627f2c340608edf9ace36bc9612,589a3f06b32c446fa8c5b48791248c80,2021-06-22,2026-06-21,2021-07-22,91864.95,30621.65,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,False,1,0
a69222cbb0e44c5cb619232c2af6a4a1,7db2eba9d8504b8a85d1a0ac944ae7cb,56c4020896014c3590dc531c1ddff761,589a3f06b32c446fa8c5b48791248c80,2023-09-05,2026-09-04,2023-10-01,81787.29,27262.43,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,True,0,0
4e80dfb1c43541f5bcaaeddbfc9f332d,4346f4f700444e6f9deeed84a474e4bf,f4bbd39f7ec544739a985e3e2713c099,589a3f06b32c446fa8c5b48791248c80,2024-12-09,2025-12-09,2025-01-01,86358.96,28786.32,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,True,0,0
361ac834f90f43de9c9405a3add10fc4,a4e2260ed3654e8a8c8ac3bb162460f6,02c4118a20ab4ec58c18791c1332cd72,589a3f06b32c446fa8c5b48791248c80,2024-01-23,2027-01-22,2024-01-23,65683.95,21894.65,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,False,0,0
e9d39a057aa24ef4b059f03fd6f3850a,8bf1454ff3e54d60894f0e525200c08f,3626aa40f13c4b8190a63226c8becf4a,589a3f06b32c446fa8c5b48791248c80,2024-09-24,2029-09-23,2024-10-24,86273.19,28757.73,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,True,Fixed %,0.03,False,1,2
7a2f5c6126394031bb2cc3bc7293fb85,a957e047614d4e35ae0b94a06fe60eeb,9647779c929742a38d00e03df2ccb85d,589a3f06b32c446fa8c5b48791248c80,2021-12-22,2026-12-21,2022-02-22,73564.56,24521.52,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,False,2,3
97a4c286647f4376ac71516f7ffeab6b,0fb5bdca6bea43fb8417de2eba8a8b00,2b65d9c94e3e4590a4cf0373187704ea,589a3f06b32c446fa8c5b48791248c80,2021-03-26,2022-03-26,2021-04-26,68533.26,22844.42,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,False,1,3
9b49fb3955444b3cb75de5addb3dfcec,63f63cbdad334ed587689e42cb9e546e,8c3365bf94dc48c7a057c63a1300cc44,589a3f06b32c446fa8c5b48791248c80,2024-11-26,2029-11-25,2025-01-26,76239.93,25413.31,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,,,False,2,0
2b596fe5cb70435ca115ff1b22cb94f6,60ff27a5dec04eeb898f337ef9a2ed4a,e5e5a8cff9354ae595233e6832c1b09e,589a3f06b32c446fa8c5b48791248c80,2023-03-14,2033-03-11,2023-05-01,81236.31,27078.77,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,,,True,1,0
fdb7bf99efd74304995e03f3af623397,87b00122307c4e2ca469de453e90ae12,ed77b4a8e4f5408292c9be96076aead4,589a3f06b32c446fa8c5b48791248c80,2025-05-16,2030-05-15,2025-06-16,77652.63,25884.21,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,,,False,1,2
cab304f0b01b4a61ba2835e0f3e14a8c,448d9a9439d34289b7903ae573a637f6,ac382ea03e2d4dee892adb0db25a3417,589a3f06b32c446fa8c5b48791248c80,2023-08-04,2024-08-03,2023-09-01,82384.77,27461.59,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,True,0,0
1ff999e31b2746cb973c6bf0026d2454,59fbfc4dd4d84f2da6390895501ea1b0,60067dfe539041a58b939e2ba304610c,589a3f06b32c446fa8c5b48791248c80,2021-06-04,2022-06-04,2021-07-04,63992.7,21330.9,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,False,1,0
35a67c62cc7c46109c4a8b16a654fbee,2ad667fd68f2416f8d3b120d48a6a02f,bbd26ea220954d14b79a21ef322c7ea5,589a3f06b32c446fa8c5b48791248c80,2022-10-02,2027-10-01,2022-10-02,65138.22,21712.74,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,False,0,2
8fd18be1e395445d94e0c038b55f80dd,47dcdaa089bc4109b231046eb3bced4b,2fc9e9633c3848dab97fde6193ccb82e,589a3f06b32c446fa8c5b48791248c80,2020-09-18,2025-09-17,2020-11-01,90578.19,30192.73,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,True,1,3
869091c0b55942278f6983f4258a9148,441ebf1df81d40498300e45ef431c63a,c48a7c2691a84ef7adeaadfa61451c15,589a3f06b32c446fa8c5b48791248c80,2025-04-20,2035-04-18,2025-05-01,65345.34,21781.78,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,True,,,True,0,0
f3b3a10c9a2147208d15354072c04973,60ff27a5dec04eeb898f337ef9a2ed4a,11016736d7ea48558a71636c2689773c,589a3f06b32c446fa8c5b48791248c80,2020-12-01,2021-12-01,2020-12-01,82325.7,27441.9,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,False,False,False,Fixed %,0.03,False,0,3
2b78e96a8c4e46c389223c0a616b7d45,87b00122307c4e2ca469de453e90ae12,27ec0ee4a8294fbaa491aee7e3a3ba08,b17b65f2c5154ec2b379033c9180ba4b,2024-05-27,2029-05-26,2024-06-27,74398.76,18599.69,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,False,1,0
7e54cc3e45a840fd8ab16312acfffa40,a9a5d0104a534223ac1bf90f3d3623e3,0e3fb18200fe45f6a3c73c452c71a6fb,b17b65f2c5154ec2b379033c9180ba4b,2020-11-28,2030-11-26,2021-01-28,81044.4,20261.1,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,False,2,1
2e4af1e1ab454c56a6f60fbc66aa8620,96e8689d81af471dab65dc8ebb5dd130,7a0b655aafa44bd3a4cf0714c6f81809,b17b65f2c5154ec2b379033c9180ba4b,2025-04-26,2028-04-25,2025-06-26,81052.88,20263.22,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,False,2,2
54303f9007764ea3a1c3cd3972dc6b63,7dd7438c88fe4f87ab4f5ceb944d5c6b,afc8b071776847139bcfe8bdbc1f9aa8,b17b65f2c5154ec2b379033c9180ba4b,2021-01-19,2031-01-17,2021-03-01,83512.4,20878.1,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,True,1,0
63cb0e09ef4d481abe8233e58e09eeca,0a204b9e8f484f44b9a488d24e292676,77fbb43d9cbd48a18e90a787a79e2aa3,b17b65f2c5154ec2b379033c9180ba4b,2021-12-31,2022-12-31,2022-01-01,95732.0,23933.0,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,True,0,0
01eb156aaba24fe19553b52cc988f58a,584390aeb9384d0697ab99c266fabf23,736832a3e64a4bc1b6b7a414e58f72df,b17b65f2c5154ec2b379033c9180ba4b,2023-08-14,2024-08-13,2023-10-01,65641.76,16410.44,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,True,1,1
3abb3d698ee3423099efdb509ba32ff9,8b1f2fe7cade4493bb4ae581a1b92483,7415b464f7764c9685d4427c407cebf9,b17b65f2c5154ec2b379033c9180ba4b,2025-05-28,2030-05-27,2025-05-28,63072.76,15768.19,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,False,0,2
8b0bcc70d8aa42b8be2704538ff6822f,0e058c56a6c848d6a84bbd2ea6fa2ffe,42d8d6a8b898411cba8662a2eda9976b,b17b65f2c5154ec2b379033c9180ba4b,2021-08-02,2022-08-02,2021-09-02,94997.32,23749.33,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,False,1,2
3d194722b7e44fc0a0a74db18446c05a,8bf1454ff3e54d60894f0e525200c08f,b377e0e3af6a4f208cf2b59eadb67e43,b17b65f2c5154ec2b379033c9180ba4b,2021-05-28,2031-05-26,2021-08-01,63574.12,15893.53,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,,,True,2,0
c29258bdbe7f433ea9afb1ed633e136f,071eff660d27405193f401384ea09a97,2141647315264c2c8c59a3a6d60f1463,b17b65f2c5154ec2b379033c9180ba4b,2021-10-28,2024-10-27,2021-11-01,81845.68,20461.42,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,False,,,True,0,0
d24ee54f6cd54123bf464375a3d21f8b,5ed0a2fa9a4d4f8cad9ff2bb2a915e4a,d4dcfa3bdfbc426facaf560524e1214f,b17b65f2c5154ec2b379033c9180ba4b,2024-04-11,2029-04-10,2024-06-11,82404.44,20601.11,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,False,2,0
e9de61e06a4e4f26b994f793d6ac0c08,49eca6189c864e3a92091a71738b2f17,c39848ff1c564a9a95199b01de4e725b,b17b65f2c5154ec2b379033c9180ba4b,2023-03-03,2024-03-02,2023-03-03,82198.36,20549.59,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,False,0,2
f744deed96aa4c05b25b6653f42b65cc,87c2faefbcbd4e38b578f21132c4b9fc,7ca8df013a194e45946cd3cf08df987a,b17b65f2c5154ec2b379033c9180ba4b,2021-02-02,2026-02-01,2021-03-01,77307.96,19326.99,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,True,0,0
2d3fc1f8ed65488aaab7f1e37ea67f8b,010bb414d7264c569dd3c61a056ed36a,af8af937520b447289d244725944731c,b17b65f2c5154ec2b379033c9180ba4b,2021-03-11,2026-03-10,2021-06-01,68798.2,17199.55,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,True,2,2
d1cdfd7c3b514e4c9abf00e637dac26d,2a1678b7c8954b009422332019c1bfaa,e788085aa2fa4c64a4a37ca043d74747,b17b65f2c5154ec2b379033c9180ba4b,2023-10-13,2024-10-12,2023-12-01,69938.88,17484.72,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,True,1,3
5da4267aa85547eca23df2cea19fbe6f,568f9c352fad4da4a99767dd406f0888,c8acb0da63fe45fa8fc909bbb3e4639c,b17b65f2c5154ec2b379033c9180ba4b,2020-11-11,2023-11-11,2020-11-11,101257.48,25314.37,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,True,True,,,False,0,0
e427584f5db34e0984dd89dafc540afb,b6e6326b9d934f349b232b2d3c3cadf3,44bf43a5bb11456e91411ac437790c56,a62adeef7b324fb09be6d6e5e6bb1ce0,2023-11-18,2026-11-17,2024-01-01,109970.16,27492.54,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,True,1,0
5e444a67c3ea475e91d9e84ad223c87a,eae002cb73cd4659866b9caef8e0b1fe,067557e45e1f4109bccca3e236d82536,a62adeef7b324fb09be6d6e5e6bb1ce0,2024-07-01,2027-07-01,2024-09-01,89731.36,22432.84,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,False,False,True,Fixed %,0.03,True,1,3
693fdf093fa44724888bf34450c9b93a,391c01864b304eca94527ffcaa1999d4,f415774bd2974ce786e1fe54f74a16f0,a62adeef7b324fb09be6d6e5e6bb1ce0,2022-11-18,2027-11-17,2023-01-01,113278.24,28319.56,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,,,True,1,0
3c874d62504a4c8f8f10593c144d9084,b820dfdce62a4bcc83588562e2d917b2,bc2c210ae2b545a49243c592825265fa,a62adeef7b324fb09be6d6e5e6bb1ce0,2021-11-13,2024-11-12,2021-12-01,115256.88,28814.22,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,True,0,2
316bc97a63de49fc8f7af8a51062f34a,6694a30a2dd647daa2e964b7a08d2d51,18540e11a0cf42fabdfd0c7528f6a536,a62adeef7b324fb09be6d6e5e6bb1ce0,2022-12-10,2032-12-07,2022-12-10,67835.48,16958.87,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,,,False,0,2
005049a3789f48d19d49e32d18ea7e26,c3227d35e7734aa3ba8b7b974f43a2a3,81cf3eac1b5049f09e71e468dba65fc7,a62adeef7b324fb09be6d6e5e6bb1ce0,2021-05-24,2024-05-23,2021-05-24,108297.44,27074.36,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,False,0,0
06878c82d73a40169212b39201cc2c33,4d7fc616c98447e7af1ee75dd4e3abb3,938c8576e9944f738f179ce11d4686a5,a62adeef7b324fb09be6d6e5e6bb1ce0,2024-10-14,2027-10-14,2024-11-14,94038.0,23509.5,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,False,1,1
ae8ab9938b36482b8b47f045dd8b7f9c,a1bd7a2d9b9845cd91e7cd9620b55f59,f658f111916243008d70355c0fc4e19f,a62adeef7b324fb09be6d6e5e6bb1ce0,2024-05-25,2034-05-23,2024-05-25,110305.48,27576.37,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,False,0,0
f02b3e817c46464ba0505c44f862b6b1,8e0e22adabed44f1854142813b01dcb5,788a7b3b2ca74b5bbb33cf34daa64574,a62adeef7b324fb09be6d6e5e6bb1ce0,2022-10-11,2027-10-10,2023-01-01,72645.64,18161.41,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,,,True,2,0
2a11d3df46564f9fa9e25c0017d0e03d,79115cdf052c41b5a66f3881f05c9022,8ef13712dedc48eba67bbf8013352b61,a62adeef7b324fb09be6d6e5e6bb1ce0,2023-12-28,2033-12-25,2024-01-01,130181.48,32545.37,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,True,,,True,0,0
7ac52f39cf79405ab10a593d6d55a8b6,4d7fc616c98447e7af1ee75dd4e3abb3,64ce103a1a64408f9c105b2a523ececb,a62adeef7b324fb09be6d6e5e6bb1ce0,2021-12-01,2024-11-30,2021-12-01,115859.56,28964.89,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,False,True,False,Fixed %,0.03,False,0,3
d4542baa714d42efbc13e19b4a9a0975,2b7789403a564f959b0cd52132046eb4,e4ed8fb52d444b9eb648f9584efb05cd,a62adeef7b324fb09be6d6e5e6bb1ce0,2021-09-20,2022-09-20,2021-09-20,103807.32,25951.83,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,False,0,0
0acd255854494142a8ec95ac9a96fa82,53e9033f01924c1598a70e2ce5a2f1f4,50e11cd5552f4a93a5a1a66585f398d5,ab97adf4517f4a39a1c91c19ab1367fe,2021-02-01,2031-01-30,2021-02-01,102218.76,34072.92,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,False,True,True,,,False,0,0
f25b4cee64404052860d17fd70fbeed2,dcf7c9d55c8e4a8497cd0a83696d8e5b,2b35916e81504e8c8f9f622efee627c1,ab97adf4517f4a39a1c91c19ab1367fe,2023-10-12,2024-10-11,2023-11-01,121347.12,40449.04,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,True,0,0
2019b1e402ac45d48b6c0d09c88a25df,7b6b451d9a5749b39320ffda76794134,3791c49cb414436c972c9046cb459a29,ab97adf4517f4a39a1c91c19ab1367fe,2023-03-09,2024-03-08,2023-04-09,122071.2,40690.4,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,False,,,False,1,0
24bd33f49d9b4205872f249bb10b6fac,5ed0a2fa9a4d4f8cad9ff2bb2a915e4a,5e80d889ee9f48bc959fcfa59a6eb439,ab97adf4517f4a39a1c91c19ab1367fe,2023-06-03,2026-06-02,2023-08-01,96403.92,32134.64,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,True,1,2
72669c55d6a145efa8e7d2bebbb48d6b,dd8e6aa01f5c46b4b3645d9ddc343ba6,75daaea9d2814803b825fb6ec9cfa453,ab97adf4517f4a39a1c91c19ab1367fe,2024-07-25,2029-07-24,2024-08-25,92335.32,30778.44,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,False,1,2
2898a442c6114543a10604f446516f1c,ce0b38cf2471476daa562a80434d01cf,9bdb32323c0e429a87049d67fc450411,ab97adf4517f4a39a1c91c19ab1367fe,2024-09-20,2027-09-20,2024-11-20,91322.43,30440.81,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,False,2,3
b663c0cd2c3a43f596ba14a0d3585117,a72af2a68447462bae273e9680c68ed2,d9303b5473e54cd3869aa3fc7fbf1bf3,3d679e29f4e24d7c87a1f5fe767b3354,2023-10-11,2026-10-10,2023-10-11,71448.24,23816.08,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,False,0,3
e415a5c8b1b443088128a2661e348ecf,0de147ac969e4dfca619738001338620,8d47e31874f4441d9a2ea75d489fd759,3d679e29f4e24d7c87a1f5fe767b3354,2021-05-19,2022-05-19,2021-05-19,62149.29,20716.43,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,False,0,2
d20c11b0efa64fa29c2e4d734ffa99a5,93befccbf5af4a8b820c998d2b79606a,ba255e60e5e64bf8837de1e574d271ee,3d679e29f4e24d7c87a1f5fe767b3354,2024-04-06,2029-04-05,2024-04-06,73288.23,24429.41,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,False,0,3
1ba0670fe75046b7b54f0807f5d043fb,1f8e3df1306d4cbb8a68883de958196b,03ab0925247d4622a418f40640ad72f5,3d679e29f4e24d7c87a1f5fe767b3354,2021-08-20,2026-08-19,2021-10-20,74108.22,24702.74,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,False,2,1
8fbe8a36d80c48728f6bb8be68fdc6ee,4da1b8358e7848c1a0a58b2d9e1db4c8,03d1ba628e0f48f4b41ed791a22a12d9,3d679e29f4e24d7c87a1f5fe767b3354,2024-05-25,2025-05-25,2024-05-25,65767.56,21922.52,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,False,0,1
094564f6e41249a2a4264a390aed449e,9b314e6a4038415296f6f58f0969eeeb,ac96f8814e8643d1930e482184c9bf21,3d679e29f4e24d7c87a1f5fe767b3354,2021-06-09,2026-06-08,2021-06-09,54565.05,18188.35,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,False,0,3
fe11c7b91c6d4294ae9ae35d04ba6400,a1bd7a2d9b9845cd91e7cd9620b55f59,915c57bfff314f35a47784611c065330,3d679e29f4e24d7c87a1f5fe767b3354,2021-08-24,2024-08-23,2021-09-01,60734.58,20244.86,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,True,0,0
