id,property_id,unit_number,floor_number,sq_ft,occupancy_status,last_renovated,last_occupied,last_vacated,created_at,modified_at
44bf43a5bb11456e91411ac437790c56,a62adeef7b324fb09be6d6e5e6bb1ce0,01001,1,5250,Occupied,2020-04-18,,2023-11-18,2023-09-11,2024-11-13
067557e45e1f4109bccca3e236d82536,a62adeef7b324fb09be6d6e5e6bb1ce0,01002,1,5250,Occupied,1998-06-04,,2024-07-01,2022-02-01,2025-03-13
f415774bd2974ce786e1fe54f74a16f0,a62adeef7b324fb09be6d6e5e6bb1ce0,02003,2,5250,Occupied,1997-12-24,,2022-11-18,2020-05-14,2024-03-11
bc2c210ae2b545a49243c592825265fa,a62adeef7b324fb09be6d6e5e6bb1ce0,02004,2,5250,Occupied,2002-08-18,,2021-11-13,2020-01-21,2023-10-06
18540e11a0cf42fabdfd0c7528f6a536,a62adeef7b324fb09be6d6e5e6bb1ce0,01005,1,5250,Occupied,2021-01-03,,2022-12-10,2019-06-05,2024-02-11
81cf3eac1b5049f09e71e468dba65fc7,a62adeef7b324fb09be6d6e5e6bb1ce0,03006,3,5250,Occupied,2016-03-15,,2021-05-24,2018-04-17,2022-09-06
938c8576e9944f738f179ce11d4686a5,a62adeef7b324fb09be6d6e5e6bb1ce0,03007,3,5250,Occupied,2006-07-03,,2024-10-14,2016-09-02,2017-12-28
f658f111916243008d70355c0fc4e19f,a62adeef7b324fb09be6d6e5e6bb1ce0,03008,3,5250,Occupied,2004-08-23,,2024-05-25,2020-12-22,2021-08-29
788a7b3b2ca74b5bbb33cf34daa64574,a62adeef7b324fb09be6d6e5e6bb1ce0,01009,1,5250,Occupied,2014-03-18,,2022-10-11,2023-12-26,2024-02-03
8ef13712dedc48eba67bbf8013352b61,a62adeef7b324fb09be6d6e5e6bb1ce0,01010,1,5250,Occupied,2003-01-13,,2023-12-28,2016-04-17,2025-06-27
64ce103a1a64408f9c105b2a523ececb,a62adeef7b324fb09be6d6e5e6bb1ce0,01011,1,5250,Occupied,2005-11-27,,2021-12-01,2020-08-30,2024-09-17
e4ed8fb52d444b9eb648f9584efb05cd,a62adeef7b324fb09be6d6e5e6bb1ce0,03012,3,5250,Occupied,2012-05-06,,2021-09-20,2017-12-05,2022-12-12
50e11cd5552f4a93a5a1a66585f398d5,ab97adf4517f4a39a1c91c19ab1367fe,02001,2,8333,Occupied,1987-08-14,,2021-02-01,2020-01-27,2025-01-24
2b35916e81504e8c8f9f622efee627c1,ab97adf4517f4a39a1c91c19ab1367fe,02002,2,8333,Occupied,2025-04-23,,2023-10-12,2016-09-14,2020-01-31
3791c49cb414436c972c9046cb459a29,ab97adf4517f4a39a1c91c19ab1367fe,02003,2,8333,Occupied,1993-10-22,,2023-03-09,2016-12-19,2018-03-14
5e80d889ee9f48bc959fcfa59a6eb439,ab97adf4517f4a39a1c91c19ab1367fe,02004,2,8333,Occupied,2013-04-28,,2023-06-03,2016-02-11,2016-09-19
75daaea9d2814803b825fb6ec9cfa453,ab97adf4517f4a39a1c91c19ab1367fe,02005,2,8333,Occupied,1987-08-25,,2024-07-25,2017-06-06,2019-03-18
9bdb32323c0e429a87049d67fc450411,ab97adf4517f4a39a1c91c19ab1367fe,02006,2,8333,Occupied,2011-11-27,,2024-09-20,2020-07-19,2020-09-25
d9303b5473e54cd3869aa3fc7fbf1bf3,3d679e29f4e24d7c87a1f5fe767b3354,01001,1,4800,Occupied,2023-10-30,,2023-10-11,2024-01-29,2024-06-30
8d47e31874f4441d9a2ea75d489fd759,3d679e29f4e24d7c87a1f5fe767b3354,01002,1,4800,Occupied,2017-10-23,,2021-05-19,2017-01-02,2017-04-27
ba255e60e5e64bf8837de1e574d271ee,3d679e29f4e24d7c87a1f5fe767b3354,01003,1,4800,Occupied,2016-08-17,,2024-04-06,2024-01-30,2025-03-12
03ab0925247d4622a418f40640ad72f5,3d679e29f4e24d7c87a1f5fe767b3354,01004,1,4800,Occupied,1994-09-16,,2021-08-20,2019-04-16,2024-08-26
48ffafd8043f4985864e90a95c22d16a,3d679e29f4e24d7c87a1f5fe767b3354,03005,3,4800,Vacant,2010-02-25,2020-07-25,,2020-12-02,2021-06-24
03d1ba628e0f48f4b41ed791a22a12d9,3d679e29f4e24d7c87a1f5fe767b3354,01006,1,4800,Occupied,2019-09-04,,2024-05-25,2023-08-05,2024-01-10
ac96f8814e8643d1930e482184c9bf21,3d679e29f4e24d7c87a1f5fe767b3354,01007,1,4800,Occupied,2020-03-06,,2021-06-09,2016-01-10,2025-03-27
915c57bfff314f35a47784611c065330,3d679e29f4e24d7c87a1f5fe767b3354,01008,1,4800,Occupied,2011-01-31,,2021-08-24,2017-06-19,2020-02-25
a6b0cd6cf90e425eb19f51f6dae81330,3d679e29f4e24d7c87a1f5fe767b3354,02009,2,4800,Vacant,2013-09-03,2025-03-20,,2020-05-13,2023-08-20
808b9c1a4a324bf791fc69a6769b1b5f,3d679e29f4e24d7c87a1f5fe767b3354,02010,2,4800,Occupied,1992-11-29,,2022-06-08,2023-03-02,2024-07-03
1808060a73624cea9942ac244834afb6,9a1c6750e43242e48993c7bed757ae85,02001,2,5250,Occupied,2009-12-26,,2022-07-26,2019-11-07,2023-01-04
f11d3df39bca49f39264e5fa96cd709f,9a1c6750e43242e48993c7bed757ae85,02002,2,5250,Occupied,2012-10-24,,2023-11-25,2022-06-06,2025-01-21
ca3d0fffc26a46ceba922b016b3e9c33,9a1c6750e43242e48993c7bed757ae85,01003,1,5250,Occupied,2019-01-28,,2021-08-15,2021-12-14,2022-04-07
44be771c447c410394f465cee391279c,9a1c6750e43242e48993c7bed757ae85,01004,1,5250,Vacant,1994-04-27,2024-09-17,,2020-07-25,2021-08-13
deed3c0444d44cc79555fb721e3ca502,9a1c6750e43242e48993c7bed757ae85,02005,2,5250,Vacant,1988-06-28,2021-03-13,,2015-09-20,2018-09-30
e5bb579b4c0c486d8b5a37ba6484f6b6,9a1c6750e43242e48993c7bed757ae85,01006,1,5250,Vacant,2005-05-14,2022-05-03,,2020-11-22,2021-07-28
ef551cae67a54497bd9ffb1b81028179,9a1c6750e43242e48993c7bed757ae85,02007,2,5250,Occupied,1990-06-27,,2023-11-29,2018-05-03,2019-09-28
94aad9e0a2d849ff9a1511ef69445763,9a1c6750e43242e48993c7bed757ae85,01008,1,5250,Occupied,2013-07-03,,2025-02-06,2017-12-02,2023-09-06
fc72781f159b4589802bc5177882cfc5,05bc072d112642fea142531f3732d557,02001,2,4166,Occupied,2016-03-19,,2021-03-11,2016-05-23,2018-08-13
2cb3cfe8b52e4f34a06bb1ffb3a9aa5f,05bc072d112642fea142531f3732d557,01002,1,4166,Occupied,2013-07-09,,2024-06-12,2018-07-13,2024-02-26
5c483d451227434eb85e41dc0a4ba2ae,05bc072d112642fea142531f3732d557,02003,2,4166,Occupied,1994-09-25,,2024-08-25,2020-02-08,2020-04-03
5930873ad038436f911f49083dfced0f,05bc072d112642fea142531f3732d557,03004,3,4166,Occupied,2015-10-05,,2024-02-29,2017-05-17,2023-07-24
101f14a523184e71853f11ad64661564,05bc072d112642fea142531f3732d557,02005,2,4166,Occupied,2011-11-18,,2020-12-31,2020-06-16,2023-01-18
71acdbacd92741018c96ea17b5d30f7a,05bc072d112642fea142531f3732d557,03006,3,4166,Vacant,2005-03-11,2025-05-06,,2017-03-13,2023-01-08
afa2288b635748d3874f415bd86032cc,05bc072d112642fea142531f3732d557,02007,2,4166,Occupied,2020-01-30,,2025-03-04,2019-02-12,2020-10-20
b5ff88062ad24e73a7f9e59c746ba141,05bc072d112642fea142531f3732d557,02008,2,4166,Occupied,1994-06-29,,2020-11-26,2020-05-26,2023-04-17
8622bd9f28d14191a0771d6161dea0a0,05bc072d112642fea142531f3732d557,03009,3,4166,Occupied,1997-10-08,,2024-10-28,2016-09-30,2020-08-02
ef6a37759c4c44cda07ae6bf4e30772b,05bc072d112642fea142531f3732d557,03010,3,4166,Occupied,2017-04-08,,2022-07-06,2020-09-29,2024-08-11
118d58d4b42d4681bddcbc79e7ed6b1c,05bc072d112642fea142531f3732d557,02011,2,4166,Occupied,2002-03-19,,2023-05-12,2020-09-07,2023-05-01
e5f7037a370a40f1a9b2deb34e6777ef,05bc072d112642fea142531f3732d557,02012,2,4166,Occupied,1991-10-28,,2021-02-16,2018-11-28,2022-11-07
a56eb02e7ff142eba61fbd3e0e9a1ae9,fcd7c1f4bc7a4989bcbf95f233d6372e,08001,8,5000,Occupied,1988-04-15,,2023-06-21,2018-01-19,2022-12-01
b97d889e76574a6582d41b422d560764,fcd7c1f4bc7a4989bcbf95f233d6372e,09002,9,5000,Occupied,1998-08-01,,2024-07-14,2018-05-05,2021-03-16
bfff9b5ef285411fb05a9a8e23e37e8f,fcd7c1f4bc7a4989bcbf95f233d6372e,08003,8,5000,Occupied,2013-06-13,,2021-10-15,2023-01-19,2023-11-16
a616e9ff27654392a575dc59435c00e3,fcd7c1f4bc7a4989bcbf95f233d6372e,05004,5,5000,Vacant,2019-01-15,2024-11-05,,2017-04-27,2021-05-12
9fcf82df86f440d2b306cc81af8c78c3,fcd7c1f4bc7a4989bcbf95f233d6372e,03005,3,5000,Vacant,2002-05-21,2024-08-22,,2017-09-11,2020-05-26
114c62eee78540d997e38d026f938b99,fcd7c1f4bc7a4989bcbf95f233d6372e,10006,10,5000,Vacant,2003-02-26,2022-07-24,,2022-02-25,2023-04-29
312830508e0449a8b8f8ef6abdae1022,fcd7c1f4bc7a4989bcbf95f233d6372e,07007,7,5000,Vacant,2009-08-15,2023-05-21,,2017-04-24,2025-03-26
2040217b738d454b950855c3185127c3,fcd7c1f4bc7a4989bcbf95f233d6372e,08008,8,5000,Occupied,2013-05-07,,2024-05-05,2020-10-24,2021-02-16
ced258f98b8846b5becb5597f6feb76e,fcd7c1f4bc7a4989bcbf95f233d6372e,02009,2,5000,Occupied,2019-03-12,,2022-04-23,2018-05-28,2023-06-25
027c9a065e954e6e973d941495e1e09b,fcd7c1f4bc7a4989bcbf95f233d6372e,08010,8,5000,Vacant,1998-06-22,2021-11-09,,2024-01-16,2024-07-31
12f4c7983259471cb52fd78183895667,fcd7c1f4bc7a4989bcbf95f233d6372e,06011,6,5000,Occupied,2001-12-26,,2020-11-28,2019-08-04,2023-02-16
d3dfb511252e48509e42f74bf9c5352b,fcd7c1f4bc7a4989bcbf95f233d6372e,07012,7,5000,Vacant,2020-06-08,2025-04-05,,2019-01-27,2021-09-25
d6f60aa37d224c349b7ba3565a5809e3,fcd7c1f4bc7a4989bcbf95f233d6372e,06013,6,5000,Occupied,2015-02-12,,2023-04-25,2017-10-29,2018-02-25
c177a21ed6534cb187df2a95ba45cb7f,fcd7c1f4bc7a4989bcbf95f233d6372e,06014,6,5000,Occupied,1982-09-05,,2024-07-28,2019-05-29,2024-02-15
67ed9d52fda04d0496dcdb16437e22ca,fcd7c1f4bc7a4989bcbf95f233d6372e,02015,2,5000,Occupied,2019-03-18,,2022-07-08,2016-05-14,2023-12-13
0b82536c4689463bab6d8eb487864cfa,fcd7c1f4bc7a4989bcbf95f233d6372e,03016,3,5000,Vacant,2003-06-05,2024-09-03,,2022-04-18,2023-08-17
1faa9017deb84655b9508919bee05da8,fcd7c1f4bc7a4989bcbf95f233d6372e,06017,6,5000,Vacant,1998-08-28,2023-07-28,,2020-02-15,2020-04-29
e91d45d9c09a4168ac859182642d2ea9,fcd7c1f4bc7a4989bcbf95f233d6372e,07018,7,5000,Vacant,2017-09-03,2022-08-11,,2020-01-21,2024-07-31
b4efcf06bd754446a98efbdac3ea8b60,fcd7c1f4bc7a4989bcbf95f233d6372e,08019,8,5000,Occupied,2012-09-07,,2022-02-11,2021-02-03,2022-06-26
6102688bdd2c44d78f609a625b816cd3,fcd7c1f4bc7a4989bcbf95f233d6372e,05020,5,5000,Occupied,2018-02-27,,2023-03-27,2022-07-10,2022-10-20
73db4546014b45b4b4a8e683b58c6d51,fcd7c1f4bc7a4989bcbf95f233d6372e,07021,7,5000,Occupied,2003-06-23,,2020-10-31,2018-03-03,2021-03-02
6bbe4f1f780e4830ace407f4b3aaad63,fcd7c1f4bc7a4989bcbf95f233d6372e,09022,9,5000,Occupied,2007-05-26,,2024-06-29,2022-03-08,2024-01-24
3c472828088d4e86976d7fca202017a1,fcd7c1f4bc7a4989bcbf95f233d6372e,01023,1,5000,Occupied,2006-05-01,,2022-05-31,2021-07-07,2024-01-04
0662a76eb9cd4a3eb38cabbe6e12cd64,fcd7c1f4bc7a4989bcbf95f233d6372e,08024,8,5000,Occupied,1982-03-03,,2023-10-19,2021-09-03,2024-03-08
80cf9f9c7b4c415d9cf22db99a76f98c,fcd7c1f4bc7a4989bcbf95f233d6372e,02025,2,5000,Vacant,2022-11-13,2024-06-16,,2020-07-07,2021-09-13
f4d253f87fa64d25a38b13f55c8cf9e0,fcd7c1f4bc7a4989bcbf95f233d6372e,06026,6,5000,Vacant,2017-06-27,2025-04-12,,2019-09-08,2022-11-25
ae3f07b60f544175af3d2632e3f39720,fcd7c1f4bc7a4989bcbf95f233d6372e,05027,5,5000,Vacant,2020-02-12,2021-01-02,,2020-08-06,2024-09-25
2a868dc8c46b4c359e0a2b0daaec6c17,fcd7c1f4bc7a4989bcbf95f233d6372e,06028,6,5000,Occupied,2018-09-03,,2020-12-05,2021-07-26,2021-10-21
cc1a5ada853441d3a8a6d0a619365dc3,fcd7c1f4bc7a4989bcbf95f233d6372e,02029,2,5000,Occupied,2021-01-09,,2023-12-22,2019-10-03,2024-07-30
968ef1354aea45f3afd68e31239bde3e,fcd7c1f4bc7a4989bcbf95f233d6372e,07030,7,5000,Occupied,2010-01-15,,2020-12-04,2020-03-25,2023-07-19
ca05cac8b68a4c38bbc8b212b942ffca,3ead7e7aea814dc3ad70aa712ca0982f,01001,1,13333,Occupied,2008-06-10,,2022-10-17,2018-10-10,2021-11-23
c055d3c4555040589094f29e8f6d25b6,3ead7e7aea814dc3ad70aa712ca0982f,01002,1,13333,Occupied,2022-06-22,,2022-03-07,2018-01-29,2018-07-31
43c1c77c9e1d4b5abc15237ce09b1952,3ead7e7aea814dc3ad70aa712ca0982f,01003,1,13333,Vacant,2022-01-23,2024-10-12,,2022-10-31,2024-01-11
d1c5a841b6c04b1181526b3f724def83,3ead7e7aea814dc3ad70aa712ca0982f,01004,1,13333,Occupied,2016-09-28,,2022-09-15,2016-02-17,2020-07-18
da3f76f8fdab44528807d4ace6987ba7,3ead7e7aea814dc3ad70aa712ca0982f,01005,1,13333,Occupied,2015-10-21,,2024-06-25,2015-08-18,2025-06-08
1b8a86f3e25442bea89016b6cb2a11af,3ead7e7aea814dc3ad70aa712ca0982f,01006,1,13333,Occupied,2003-12-06,,2024-09-01,2016-01-16,2021-08-20
86eec92ca0a64c639cac2db11335475a,e7660be5536c4e47a8a022f0bd2edb59,01001,1,7500,Occupied,2005-12-01,,2021-05-16,2022-03-10,2023-02-12
38687ab34e4f4db48af6a27173ec2042,e7660be5536c4e47a8a022f0bd2edb59,01002,1,7500,Occupied,1995-07-31,,2024-12-24,2019-01-05,2023-05-15
dfc744889dbe4da9a3022629c2850592,e7660be5536c4e47a8a022f0bd2edb59,01003,1,7500,Occupied,1982-12-26,,2022-07-22,2019-10-12,2022-03-11
94246a7571bd4d2d8a5f8a0486a45f64,e7660be5536c4e47a8a022f0bd2edb59,01004,1,7500,Occupied,1991-12-25,,2023-07-28,2019-12-29,2024-12-28
cbf4e1562ef94399b1ce0105a8fcf79d,e7660be5536c4e47a8a022f0bd2edb59,01005,1,7500,Occupied,1997-09-01,,2020-12-14,2018-03-28,2023-11-05
dfa5fc0e08bb4ce6b0fd12033559dd80,e7660be5536c4e47a8a022f0bd2edb59,01006,1,7500,Occupied,1987-01-13,,2023-04-10,2018-06-20,2024-03-05
31e67bd908924e5a86bed229e5998500,e7660be5536c4e47a8a022f0bd2edb59,01007,1,7500,Occupied,2024-05-20,,2021-07-24,2020-01-21,2023-03-20
7ba6295000504e4e9d7ef3806cc63e39,e7660be5536c4e47a8a022f0bd2edb59,01008,1,7500,Occupied,2010-06-20,,2023-04-03,2020-08-06,2023-07-03
32afe439aef74c5d9733f64c069ce30a,fdf47009b4714f9da762c21758271b2b,02001,2,7000,Vacant,2011-05-27,2023-09-09,,2020-02-14,2022-02-03
9ed41c53945e42de8c200dd527e06a0a,fdf47009b4714f9da762c21758271b2b,02002,2,7000,Occupied,2006-03-27,,2024-11-12,2017-07-08,2018-04-15
31c5fe31654348ce9540959088e4b2ef,fdf47009b4714f9da762c21758271b2b,02003,2,7000,Occupied,2009-12-11,,2025-01-03,2020-07-29,2021-09-06
ea52e7ec8d9847b6b6ef614aca93360a,fdf47009b4714f9da762c21758271b2b,01004,1,7000,Occupied,1997-05-17,,2020-10-15,2019-10-28,2025-06-05
3e222c54966e41be99ed99db06a3c660,fdf47009b4714f9da762c21758271b2b,02005,2,7000,Occupied,2001-10-06,,2021-11-20,2015-07-31,2017-04-19
54c54469dfe149c294deee6bfa82b0f0,fdf47009b4714f9da762c21758271b2b,01006,1,7000,Occupied,1992-07-28,,2021-01-26,2023-01-15,2024-04-15
8187c0cb5f9a40daa81528e57a8bb777,fdf47009b4714f9da762c21758271b2b,02007,2,7000,Occupied,2022-10-02,,2025-06-16,2021-12-29,2022-01-16
21aef6c940614a118cb5f0a23979d958,fdf47009b4714f9da762c21758271b2b,01008,1,7000,Occupied,2015-11-06,,2023-08-06,2016-06-17,2023-04-12
713f089e68a74bfdb730ecfbf5687738,fdf47009b4714f9da762c21758271b2b,01009,1,7000,Occupied,2016-05-17,,2024-06-01,2022-07-29,2025-06-13
bf5cede0a9d344169187944e16247275,fdf47009b4714f9da762c21758271b2b,01010,1,7000,Occupied,1988-09-30,,2022-01-15,2023-03-02,2024-07-22
bf130b5c5cae4ff7b593416f2d8e5453,6f86ccdb6587431eacce5e5ead5db795,04001,4,7500,Vacant,1997-05-24,2021-03-03,,2024-02-17,2025-04-14
9cd592ff536e496aa4082feb0cd96f76,6f86ccdb6587431eacce5e5ead5db795,03002,3,7500,Vacant,1995-11-02,2021-04-04,,2018-02-18,2022-01-05
710ef8970a24401b9489f986bd32e0e3,6f86ccdb6587431eacce5e5ead5db795,03003,3,7500,Vacant,2010-12-16,2023-09-05,,2022-02-01,2024-01-20
a18ace37a3c341cebab33d8aa1321242,6f86ccdb6587431eacce5e5ead5db795,01004,1,7500,Vacant,2002-09-25,2024-06-22,,2016-09-11,2019-05-18
921f9c54c3d24a3f8d4fc45ac8e16796,6f86ccdb6587431eacce5e5ead5db795,03005,3,7500,Vacant,2019-06-08,2021-01-29,,2021-11-28,2025-03-17
b77f91768d6248d8b31389bcee3ee696,6f86ccdb6587431eacce5e5ead5db795,03006,3,7500,Vacant,2024-03-23,2022-08-28,,2024-04-13,2024-12-05
28671e67fe00468c9684ba218c04e8c0,6f86ccdb6587431eacce5e5ead5db795,04007,4,7500,Vacant,2011-07-31,2024-08-25,,2017-05-16,2023-05-30
72e8378b2fd2437f9dda0814ec4330a0,6f86ccdb6587431eacce5e5ead5db795,02008,2,7500,Vacant,2017-10-13,2021-06-10,,2019-01-22,2021-05-14
887d799371e54cfc9939e2fda1779105,6f86ccdb6587431eacce5e5ead5db795,04009,4,7500,Occupied,2010-03-31,,2023-02-18,2015-08-08,2016-03-08
6ba1b452785f4be0ac3cfd20ee0f5d70,6f86ccdb6587431eacce5e5ead5db795,04010,4,7500,Vacant,2000-08-08,2025-02-13,,2023-10-22,2024-10-28
6c8eb2f06ad44ea2aab4b3148d53f532,6f86ccdb6587431eacce5e5ead5db795,03011,3,7500,Vacant,2023-07-27,2020-07-31,,2020-04-22,2022-08-20
e16e496fcf074c3eb4c774b2f86874e0,6f86ccdb6587431eacce5e5ead5db795,03012,3,7500,Vacant,2018-07-05,2021-01-22,,2018-12-11,2024-12-17
78ac83e355cf4821b6cf12a3096e72d9,6f86ccdb6587431eacce5e5ead5db795,04013,4,7500,Occupied,2001-08-21,,2024-07-20,2023-12-20,2024-04-17
b144742117a64f63a28f422c5d5c4c43,6f86ccdb6587431eacce5e5ead5db795,04014,4,7500,Vacant,2014-04-01,2022-07-27,,2022-04-16,2025-06-07
f09e197a8b324641995670e100115eaf,6f86ccdb6587431eacce5e5ead5db795,03015,3,7500,Occupied,2006-08-27,,2023-03-03,2023-09-10,2023-12-08
e58d5d8fb8c5431c8ad9cdd86c73e7b5,6f86ccdb6587431eacce5e5ead5db795,02016,2,7500,Vacant,1994-08-01,2024-03-19,,2022-04-05,2025-06-30
64bc463507504798a68d39d9d7a994ab,80a91db642c348cf8715bba4ae06654c,01001,1,7500,Occupied,2000-01-06,,2025-01-15,2022-05-15,2024-11-12
2574aedee30749eb95cc84814b114d03,80a91db642c348cf8715bba4ae06654c,01002,1,7500,Occupied,1997-07-13,,2024-01-28,2022-08-27,2023-10-22
3ba711909455493494c3af898f31f198,80a91db642c348cf8715bba4ae06654c,01003,1,7500,Occupied,2011-04-08,,2023-02-04,2019-06-15,2023-03-24
d45ff0376b1e4c5dba99ac3b2c2e7145,80a91db642c348cf8715bba4ae06654c,01004,1,7500,Occupied,2003-04-10,,2025-04-24,2021-06-25,2023-02-19
7862d75f6a874362b0a10d0905d2358b,80a91db642c348cf8715bba4ae06654c,01005,1,7500,Occupied,2017-02-01,,2023-06-14,2020-09-19,2024-12-17
d4bd172fb83f45ec8a781fc7ac76a947,80a91db642c348cf8715bba4ae06654c,01006,1,7500,Occupied,2023-05-07,,2021-08-08,2020-02-09,2020-03-23
3567b72fe6834f0b9f47904d7acd5aa3,80a91db642c348cf8715bba4ae06654c,01007,1,7500,Occupied,2005-10-30,,2021-07-02,2023-05-25,2024-07-25
748e3392587642368481782560ec0330,80a91db642c348cf8715bba4ae06654c,01008,1,7500,Occupied,2007-04-04,,2023-08-10,2024-04-29,2024-10-01
0b6b052bd3014885b1cf0dc45be5fc63,80a91db642c348cf8715bba4ae06654c,01009,1,7500,Occupied,1993-09-20,,2021-04-09,2019-04-28,2020-07-18
73db383c153e48dea1d33a9ac897b122,80a91db642c348cf8715bba4ae06654c,01010,1,7500,Occupied,2014-05-10,,2023-12-28,2017-10-26,2020-07-25
cfed2f24219a48a589ba46c1c66623ef,80a91db642c348cf8715bba4ae06654c,01011,1,7500,Occupied,1992-11-13,,2024-01-21,2018-09-16,2023-05-31
55e02296e4894504b9320c51a0a0a16d,80a91db642c348cf8715bba4ae06654c,01012,1,7500,Occupied,2007-01-30,,2024-07-09,2023-09-20,2025-02-02
28cada49d7b24c0ea98a11ea5fb064a0,815fcfdfd5ab4a9f9db1938c43fd9f3d,03001,3,4000,Vacant,1991-06-20,2025-02-10,,2022-05-27,2025-01-01
3a7e926cca0b4293abf587a4931d7842,815fcfdfd5ab4a9f9db1938c43fd9f3d,02002,2,4000,Occupied,2002-12-14,,2021-06-19,2016-09-15,2017-09-22
d4c5b2369dec445183fef993a97f14cd,815fcfdfd5ab4a9f9db1938c43fd9f3d,03003,3,4000,Occupied,2011-10-24,,2020-07-24,2018-05-22,2021-04-06
1328475a3db246339ad8b1eb57ad9c68,815fcfdfd5ab4a9f9db1938c43fd9f3d,01004,1,4000,Vacant,1985-06-27,2022-05-23,,2022-02-02,2024-11-19
d6dc36af1fec4fec9ea32ecf6f177106,815fcfdfd5ab4a9f9db1938c43fd9f3d,02005,2,4000,Occupied,1998-09-18,,2023-11-18,2023-04-26,2023-09-04
5ebc20ca180244b38b6a4e719a0ad734,815fcfdfd5ab4a9f9db1938c43fd9f3d,03006,3,4000,Occupied,2019-10-06,,2023-09-01,2022-12-09,2024-03-22
6401cc5500dc4e9bad6e55607aeb5c6a,815fcfdfd5ab4a9f9db1938c43fd9f3d,03007,3,4000,Occupied,1980-02-05,,2024-03-30,2024-03-20,2025-01-18
7ae1e8d58a004069a6c0a16a0e8ff300,815fcfdfd5ab4a9f9db1938c43fd9f3d,02008,2,4000,Occupied,2004-04-27,,2021-02-15,2020-07-25,2021-10-21
35f656b478e844c082f3f7c34e9e782a,815fcfdfd5ab4a9f9db1938c43fd9f3d,02009,2,4000,Occupied,2020-11-16,,2024-05-08,2016-07-21,2025-02-10
208a74780fa54ecb8ee3806be72d94c5,815fcfdfd5ab4a9f9db1938c43fd9f3d,03010,3,4000,Vacant,2014-07-01,2025-07-03,,2023-02-12,2025-05-25
2abe8bed8b83493db155b19b4ff17a9c,815fcfdfd5ab4a9f9db1938c43fd9f3d,03011,3,4000,Occupied,2000-08-09,,2022-01-27,2018-04-28,2018-06-27
d8b46e4c46054c03ad8ebf0b97682ef9,815fcfdfd5ab4a9f9db1938c43fd9f3d,02012,2,4000,Vacant,1983-01-02,2024-12-09,,2019-05-19,2022-03-21
5a049f9c92444ac19d2d8e3205e708d3,815fcfdfd5ab4a9f9db1938c43fd9f3d,03013,3,4000,Vacant,2001-03-08,2024-10-22,,2022-06-26,2023-01-29
e8b3913cfd6b47b7b183bd0dbd12b7c4,815fcfdfd5ab4a9f9db1938c43fd9f3d,01014,1,4000,Occupied,2021-12-06,,2024-07-19,2024-05-22,2024-10-31
daec3199cb754b50ac88d47adc3cc952,815fcfdfd5ab4a9f9db1938c43fd9f3d,03015,3,4000,Vacant,1988-09-11,2023-08-30,,2020-09-22,2024-03-25
0e8a776c8d044d04a3bdc6a2a26fdf52,c07a607a5f0d4e34877c338e5c207a95,01001,1,5200,Occupied,2004-04-03,,2021-04-10,2018-06-19,2020-08-29
454adc17d569420ab436b479dcd46db1,c07a607a5f0d4e34877c338e5c207a95,03002,3,5200,Vacant,1991-01-26,2020-11-22,,2015-09-17,2023-05-01
1ed1cbb7d3f344b582a21c0cb60996e7,c07a607a5f0d4e34877c338e5c207a95,01003,1,5200,Occupied,2024-04-02,,2024-02-25,2022-06-13,2024-10-14
4ff3e4edc47e4b4389889e42bf0e5be4,c07a607a5f0d4e34877c338e5c207a95,03004,3,5200,Occupied,2013-07-25,,2021-08-09,2023-11-09,2025-03-14
1794307803184014bf61fda178b0b070,c07a607a5f0d4e34877c338e5c207a95,03005,3,5200,Occupied,1998-01-12,,2024-07-04,2020-10-23,2023-08-06
7c9629e530ec4c7aba5612ba5a6636d8,c07a607a5f0d4e34877c338e5c207a95,03006,3,5200,Vacant,2008-09-12,2025-04-18,,2021-12-11,2022-07-25
01970d899c5f4a4d9dbc512c8c639645,c07a607a5f0d4e34877c338e5c207a95,04007,4,5200,Vacant,1999-01-24,2024-02-12,,2019-12-25,2025-06-08
76a7820004f34c949b9c427f263715f5,c07a607a5f0d4e34877c338e5c207a95,02008,2,5200,Occupied,2001-05-20,,2023-10-22,2018-04-21,2020-01-16
57ea5a1b39424bd0b1f4616d35ebca70,c07a607a5f0d4e34877c338e5c207a95,02009,2,5200,Vacant,1990-08-22,2023-02-28,,2018-08-21,2019-06-15
7b4f2e0673504791ba09de991054e74f,c07a607a5f0d4e34877c338e5c207a95,05010,5,5200,Occupied,2016-11-10,,2022-03-21,2018-09-17,2024-08-06
788be88277664e0e9cf24651853c4499,c07a607a5f0d4e34877c338e5c207a95,04011,4,5200,Vacant,1997-11-09,2023-02-06,,2020-10-10,2021-02-21
34bc4282d2774039bea7f817f56edf30,c07a607a5f0d4e34877c338e5c207a95,05012,5,5200,Occupied,2006-05-27,,2021-06-18,2023-04-23,2024-10-26
9ce51b79b6d84e0ea96e0239c85afd48,c07a607a5f0d4e34877c338e5c207a95,02013,2,5200,Vacant,1996-10-26,2023-06-23,,2017-06-10,2024-05-14
eee7ceaef7254673bf60c1b4fb5dc573,c07a607a5f0d4e34877c338e5c207a95,02014,2,5200,Occupied,2014-08-18,,2024-04-30,2017-03-13,2018-09-24
74ac49135aa04dd8b961980dbcaad9be,c07a607a5f0d4e34877c338e5c207a95,02015,2,5200,Vacant,2025-01-26,2022-11-11,,2017-04-17,2021-11-30
